PROCESS,timestamp,LOTID,c_angle,e_angle
AD05B_SOI,2021-08-16 12:21:19,67272.5,89.013913591,89.12853011
AD05B_SOI,2021-08-17 00:00:00,67272.07,89.070245661,89.43359552
AD05B_SOI,2021-08-17 00:00:00,2.992.07,89.070245661,89.43359552
AD05B_SOI,2021-08-17 12:29:10,2.992.07,89.070245661,89.43359552
AD05B_SOI,2021-08-17 12:29:10,67272.07,89.070245661,89.43359552
AD05B_SOI,2021-08-24 00:00:00,67272.08,89.26147451,89.19454220899998
AD05B_SOI,2021-08-24 10:52:38,67272.08,89.26147451,89.19454220899998
AD05B_SOI,2021-09-01 00:00:00,67272.10,89.25191261799999,89.443158151
AD05B_SOI,2021-09-01 10:11:33,67272.1,89.25191261799999,89.443158151
AD05B_SOI,2021-09-01 10:11:33,67272.10,89.25191261799999,89.443158151
AD05B_SOI,2021-09-07 00:00:00,67272.11,89.070245661,89.309284616
AD05B_SOI,2021-09-07 13:42:39,67272.11,89.070245661,89.309284616
AD05B_SOI,2021-09-14 00:00:00,67272.13,89.13808183,89.3100209
AD05B_SOI,2021-09-14 13:26:20,67272.13,89.13808183,89.3100209
AD05B_SOI,2021-09-25 00:00:00,67272.13,89.12853011,89.44376059700001
AD04B_SOI,2021-09-26 00:00:00,67272.15,88.888598296,89.079806623
AD05B_SOI,2021-09-28 00:00:00,67272.16,89.318846762,89.25191261799999
AD05B_SOI,2021-10-04 00:00:00,67272.16,89.12761223,89.26147451
AD05B_SOI,2021-10-12 00:00:00,67272.17,89.013913591,89.19539319200001
AD05B_SOI,2021-10-18 00:00:00,67272.18,89.19454220899998,89.37622047
AD05B_SOI,2021-10-26 00:00:00,67272.19,89.013913591,89.386442697
AD05B_SOI,2021-11-08 00:00:00,67272.20,89.08077228299999,89.204945254
AD05B_SOI,2021-11-08 00:00:00,67272.21,88.77515673299999,89.262258587
AD05B_SOI,2021-11-08 00:00:00,67272.2,89.08077228299999,89.204945254
AD05B_SOI,2021-11-15 00:00:00,67272.22,89.19454220899998,89.25191261799999
AD05B_SOI,2021-11-23 00:00:00,67272.23,89.19454220899998,89.37622047
AD04B_SOI,2021-11-24 00:00:00,67272.24,88.593730557,89.262258587
AD04B_SOI,2021-11-24 00:00:00,R47-16,88.593730557,89.262258587
AD05B_SOI,2021-11-30 00:00:00,67272.25,89.012881046,89.37622047
AD05B_SOI,2021-12-07 00:00:00,72594.18,89.13717350600002,89.443158151
EC03B_SOI,2021-12-09 00:00:00,72594.01,88.76432642299999,89.43359552
AD04B_SOI,2021-12-14 00:00:00,72594.02,89.19454220899998,89.33797117600002
AD05B_SOI,2021-12-15 00:00:00,72594.02,89.19454220899998,89.33797117600002
AD05B_SOI,2021-12-20 00:00:00,72594.3,89.13717350600002,89.443158151
AD05B_SOI,2021-12-27 00:00:00,72594.04,89.071220876,89.376889839
AD05B_SOI,2022-01-03 00:00:00,72594.5,89.25191261799999,89.309284616
AD05B_SOI,2022-01-11 00:00:00,72594.6,89.070245661,89.318846762
AD05B_SOI,2022-01-17 00:00:00,72594.07,88.95660836799999,89.376889839
AD05B_SOI,2022-01-24 00:00:00,72594.08,88.955518499,89.318846762
AD05B_SOI,2022-01-31 00:00:00,72594.09,89.079806623,89.318846762
AD05B_SOI,2022-02-07 00:00:00,72594.11,89.013913591,89.19539319200001
EC03B_SOI,2022-02-07 00:00:00,72594.1,88.77515673299999,88.95660836799999
